battingteam,bowlingteam,matchid,batsmanname,0
Kings XI Punjab,Chennai Super Kings,1216513,MA Agarwal,145.0
Kings XI Punjab,Chennai Super Kings,1216513,Mandeep Singh,168.75
Kings XI Punjab,Chennai Super Kings,1216513,N Pooran,194.11764705882354
Kings XI Punjab,Chennai Super Kings,1216513,SN Khan,166.66666666666669
Kings XI Punjab,Delhi Capitals,1175368,DA Miller,154.54545454545453
Kings XI Punjab,Delhi Capitals,1175368,GC Viljoen,33.33333333333333
Kings XI Punjab,Delhi Capitals,1175368,KL Rahul,136.36363636363635
Kings XI Punjab,Delhi Capitals,1175368,M Ashwin,50.0
Kings XI Punjab,Delhi Capitals,1175368,MA Agarwal,66.66666666666666
Kings XI Punjab,Delhi Capitals,1175368,Mandeep Singh,136.36363636363635
Kings XI Punjab,Delhi Capitals,1175368,Mohammed Shami,0.0
Kings XI Punjab,Delhi Capitals,1175368,R Ashwin,75.0
Kings XI Punjab,Delhi Capitals,1175368,SM Curran,200.0
Kings XI Punjab,Delhi Capitals,1175368,SN Khan,134.48275862068965
Kings XI Punjab,Delhi Capitals,1178412,CH Gayle,186.48648648648648
Kings XI Punjab,Delhi Capitals,1178412,DA Miller,140.0
Kings XI Punjab,Delhi Capitals,1178412,GC Viljoen,166.66666666666669
Kings XI Punjab,Delhi Capitals,1178412,Harpreet Brar,157.14285714285714
Kings XI Punjab,Delhi Capitals,1178412,KL Rahul,133.33333333333331
Kings XI Punjab,Delhi Capitals,1178412,MA Agarwal,22.22222222222222
Kings XI Punjab,Delhi Capitals,1178412,Mandeep Singh,111.11111111111111
Kings XI Punjab,Delhi Capitals,1178412,R Ashwin,114.28571428571428
Kings XI Punjab,Delhi Capitals,1178412,SM Curran,0.0
Kings XI Punjab,Delhi Capitals,1216493,CJ Jordan,166.66666666666669
Kings XI Punjab,Delhi Capitals,1216493,GJ Maxwell,50.0
Kings XI Punjab,Delhi Capitals,1216493,K Gowtham,300.0
Kings XI Punjab,Delhi Capitals,1216493,KK Nair,66.66666666666666
Kings XI Punjab,Delhi Capitals,1216493,KL Rahul,244.44444444444446
Kings XI Punjab,Delhi Capitals,1216493,MA Agarwal,311.4754098360656
Kings XI Punjab,Delhi Capitals,1216493,N Pooran,0.0
Kings XI Punjab,Delhi Capitals,1216493,SN Khan,200.0
Kings XI Punjab,Delhi Daredevils,1136562,DA Miller,104.34782608695652
Kings XI Punjab,Delhi Daredevils,1136562,KK Nair,151.5151515151515
Kings XI Punjab,Delhi Daredevils,1136562,KL Rahul,318.75
Kings XI Punjab,Delhi Daredevils,1136562,MA Agarwal,140.0
Kings XI Punjab,Delhi Daredevils,1136562,MP Stoinis,153.33333333333334
Kings XI Punjab,Delhi Daredevils,1136562,Yuvraj Singh,54.54545454545454
Kings XI Punjab,Delhi Daredevils,1136582,AJ Finch,75.0
Kings XI Punjab,Delhi Daredevils,1136582,AJ Tye,88.88888888888889
Kings XI Punjab,Delhi Daredevils,1136582,BB Sran,100.0
Kings XI Punjab,Delhi Daredevils,1136582,DA Miller,140.0
Kings XI Punjab,Delhi Daredevils,1136582,KK Nair,109.09090909090908
Kings XI Punjab,Delhi Daredevils,1136582,KL Rahul,153.33333333333334
Kings XI Punjab,Delhi Daredevils,1136582,MA Agarwal,131.25
Kings XI Punjab,Delhi Daredevils,1136582,R Ashwin,100.0
Kings XI Punjab,Delhi Daredevils,1136582,Yuvraj Singh,82.35294117647058
Kings XI Punjab,Kolkata Knight Riders,1136578,CH Gayle,161.53846153846155
Kings XI Punjab,Kolkata Knight Riders,1136578,KL Rahul,217.85714285714283
Kings XI Punjab,Kolkata Knight Riders,1136578,MA Agarwal,100.0
Kings XI Punjab,Kolkata Knight Riders,1136604,AJ Finch,170.0
Kings XI Punjab,Kolkata Knight Riders,1136604,AJ Tye,145.45454545454547
Kings XI Punjab,Kolkata Knight Riders,1136604,AR Patel,166.66666666666669
Kings XI Punjab,Kolkata Knight Riders,1136604,BB Sran,100.0
Kings XI Punjab,Kolkata Knight Riders,1136604,CH Gayle,123.52941176470588
Kings XI Punjab,Kolkata Knight Riders,1136604,KK Nair,50.0
Kings XI Punjab,Kolkata Knight Riders,1136604,KL Rahul,219.3548387096774
Kings XI Punjab,Kolkata Knight Riders,1136604,MA Agarwal,0.0
Kings XI Punjab,Kolkata Knight Riders,1136604,MM Sharma,133.33333333333331
Kings XI Punjab,Kolkata Knight Riders,1136604,R Ashwin,195.83333333333331
Kings XI Punjab,Kolkata Knight Riders,1175361,CH Gayle,150.0
Kings XI Punjab,Kolkata Knight Riders,1175361,DA Miller,146.34146341463415
Kings XI Punjab,Kolkata Knight Riders,1175361,KL Rahul,20.0
Kings XI Punjab,Kolkata Knight Riders,1175361,MA Agarwal,167.56756756756758
Kings XI Punjab,Kolkata Knight Riders,1175361,Mandeep Singh,220.00000000000003
Kings XI Punjab,Kolkata Knight Riders,1175361,SN Khan,100.0
Kings XI Punjab,Kolkata Knight Riders,1178427,AJ Tye,50.0
Kings XI Punjab,Kolkata Knight Riders,1178427,CH Gayle,100.0
Kings XI Punjab,Kolkata Knight Riders,1178427,KL Rahul,28.57142857142857
Kings XI Punjab,Kolkata Knight Riders,1178427,MA Agarwal,138.46153846153845
Kings XI Punjab,Kolkata Knight Riders,1178427,Mandeep Singh,147.05882352941177
Kings XI Punjab,Kolkata Knight Riders,1178427,N Pooran,175.0
Kings XI Punjab,Kolkata Knight Riders,1178427,R Ashwin,33.33333333333333
Kings XI Punjab,Kolkata Knight Riders,1178427,SM Curran,229.16666666666666
Kings XI Punjab,Mumbai Indians,1136594,AR Patel,116.66666666666667
Kings XI Punjab,Mumbai Indians,1136594,CH Gayle,131.8181818181818
Kings XI Punjab,Mumbai Indians,1136594,KK Nair,191.66666666666669
Kings XI Punjab,Mumbai Indians,1136594,KL Rahul,120.0
Kings XI Punjab,Mumbai Indians,1136594,MA Agarwal,157.14285714285714
Kings XI Punjab,Mumbai Indians,1136594,MP Stoinis,187.5
Kings XI Punjab,Mumbai Indians,1136594,Yuvraj Singh,100.0
Kings XI Punjab,Mumbai Indians,1136610,AJ Finch,134.28571428571428
Kings XI Punjab,Mumbai Indians,1136610,AR Patel,150.0
Kings XI Punjab,Mumbai Indians,1136610,CH Gayle,163.63636363636365
Kings XI Punjab,Mumbai Indians,1136610,KL Rahul,154.6875
Kings XI Punjab,Mumbai Indians,1136610,MK Tiwary,400.0
Kings XI Punjab,Mumbai Indians,1136610,MP Stoinis,50.0
Kings XI Punjab,Mumbai Indians,1136610,Yuvraj Singh,50.0
Kings XI Punjab,Mumbai Indians,1175364,CH Gayle,164.0
Kings XI Punjab,Mumbai Indians,1175364,DA Miller,138.46153846153845
Kings XI Punjab,Mumbai Indians,1175364,KL Rahul,124.13793103448276
Kings XI Punjab,Mumbai Indians,1175364,MA Agarwal,200.0
Kings XI Punjab,Mumbai Indians,1178399,CH Gayle,171.05263157894737
Kings XI Punjab,Mumbai Indians,1178399,DA Miller,88.88888888888889
Kings XI Punjab,Mumbai Indians,1178399,KK Nair,83.33333333333334
Kings XI Punjab,Mumbai Indians,1178399,KL Rahul,157.57575757575756
Kings XI Punjab,Mumbai Indians,1178399,Mandeep Singh,233.33333333333334
Kings XI Punjab,Mumbai Indians,1178399,SM Curran,266.66666666666663
Kings XI Punjab,Mumbai Indians,1216503,GJ Maxwell,63.1578947368421
Kings XI Punjab,Mumbai Indians,1216503,JDS Neesham,100.0
Kings XI Punjab,Mumbai Indians,1216503,K Gowtham,169.23076923076923
Kings XI Punjab,Mumbai Indians,1216503,KK Nair,0.0
Kings XI Punjab,Mumbai Indians,1216503,KL Rahul,89.47368421052632
Kings XI Punjab,Mumbai Indians,1216503,MA Agarwal,136.8421052631579
Kings XI Punjab,Mumbai Indians,1216503,Mohammed Shami,100.0
Kings XI Punjab,Mumbai Indians,1216503,N Pooran,171.42857142857142
Kings XI Punjab,Mumbai Indians,1216503,R Bishnoi,20.0
Kings XI Punjab,Mumbai Indians,1216503,SN Khan,100.0
Kings XI Punjab,Rajasthan Royals,1136598,AR Patel,80.0
Kings XI Punjab,Rajasthan Royals,1136598,CH Gayle,72.72727272727273
Kings XI Punjab,Rajasthan Royals,1136598,KK Nair,134.7826086956522
Kings XI Punjab,Rajasthan Royals,1136598,KL Rahul,153.57142857142858
Kings XI Punjab,Rajasthan Royals,1136598,MA Agarwal,66.66666666666666
Kings XI Punjab,Rajasthan Royals,1136598,MP Stoinis,141.1764705882353
Kings XI Punjab,Rajasthan Royals,1136600,AD Nath,69.23076923076923
Kings XI Punjab,Rajasthan Royals,1136600,AJ Tye,100.0
Kings XI Punjab,Rajasthan Royals,1136600,AR Patel,180.0
Kings XI Punjab,Rajasthan Royals,1136600,CH Gayle,100.0
Kings XI Punjab,Rajasthan Royals,1136600,KK Nair,60.0
Kings XI Punjab,Rajasthan Royals,1136600,KL Rahul,144.28571428571428
Kings XI Punjab,Rajasthan Royals,1136600,MK Tiwary,87.5
Kings XI Punjab,Rajasthan Royals,1136600,MP Stoinis,68.75
Kings XI Punjab,Rajasthan Royals,1136600,R Ashwin,0.0
Kings XI Punjab,Rajasthan Royals,1175359,CH Gayle,175.0
Kings XI Punjab,Rajasthan Royals,1175359,KL Rahul,100.0
Kings XI Punjab,Rajasthan Royals,1175359,MA Agarwal,92.0
Kings XI Punjab,Rajasthan Royals,1175359,Mandeep Singh,250.0
Kings XI Punjab,Rajasthan Royals,1175359,N Pooran,93.33333333333333
Kings XI Punjab,Rajasthan Royals,1175359,SN Khan,156.66666666666666
Kings XI Punjab,Rajasthan Royals,1178407,CH Gayle,154.54545454545453
Kings XI Punjab,Rajasthan Royals,1178407,DA Miller,160.71428571428572
Kings XI Punjab,Rajasthan Royals,1178407,KL Rahul,112.7659574468085
Kings XI Punjab,Rajasthan Royals,1178407,MA Agarwal,216.66666666666666
Kings XI Punjab,Rajasthan Royals,1178407,Mandeep Singh,0.0
Kings XI Punjab,Rajasthan Royals,1178407,Mujeeb Ur Rahman,100.0
Kings XI Punjab,Rajasthan Royals,1178407,N Pooran,100.0
Kings XI Punjab,Rajasthan Royals,1178407,R Ashwin,425.0
Kings XI Punjab,Rajasthan Royals,1216527,GJ Maxwell,140.0
Kings XI Punjab,Rajasthan Royals,1216527,KL Rahul,129.0909090909091
Kings XI Punjab,Rajasthan Royals,1216527,MA Agarwal,211.32075471698113
Kings XI Punjab,Rajasthan Royals,1216527,N Pooran,312.5
Kings XI Punjab,Royal Challengers Bangalore,1136568,AJ Finch,0.0
Kings XI Punjab,Royal Challengers Bangalore,1136568,AJ Tye,100.0
Kings XI Punjab,Royal Challengers Bangalore,1136568,AR Patel,66.66666666666666
Kings XI Punjab,Royal Challengers Bangalore,1136568,KK Nair,111.11111111111111
Kings XI Punjab,Royal Challengers Bangalore,1136568,KL Rahul,160.0
Kings XI Punjab,Royal Challengers Bangalore,1136568,MA Agarwal,136.36363636363635
Kings XI Punjab,Royal Challengers Bangalore,1136568,MM Sharma,100.0
Kings XI Punjab,Royal Challengers Bangalore,1136568,MP Stoinis,133.33333333333331
Kings XI Punjab,Royal Challengers Bangalore,1136568,Mujeeb Ur Rahman,0.0
Kings XI Punjab,Royal Challengers Bangalore,1136568,R Ashwin,157.14285714285714
Kings XI Punjab,Royal Challengers Bangalore,1136568,Yuvraj Singh,100.0
Kings XI Punjab,Royal Challengers Bangalore,1136608,AJ Finch,112.00000000000001
Kings XI Punjab,Royal Challengers Bangalore,1136608,AJ Tye,0.0
Kings XI Punjab,Royal Challengers Bangalore,1136608,AR Patel,78.57142857142857
Kings XI Punjab,Royal Challengers Bangalore,1136608,AS Rajpoot,20.0
Kings XI Punjab,Royal Challengers Bangalore,1136608,CH Gayle,128.57142857142858
Kings XI Punjab,Royal Challengers Bangalore,1136608,KK Nair,33.33333333333333
Kings XI Punjab,Royal Challengers Bangalore,1136608,KL Rahul,146.66666666666666
Kings XI Punjab,Royal Challengers Bangalore,1136608,MA Agarwal,33.33333333333333
Kings XI Punjab,Royal Challengers Bangalore,1136608,MM Sharma,60.0
Kings XI Punjab,Royal Challengers Bangalore,1136608,MP Stoinis,66.66666666666666
Kings XI Punjab,Royal Challengers Bangalore,1136608,R Ashwin,0.0
Kings XI Punjab,Royal Challengers Bangalore,1178403,CH Gayle,154.41176470588235
Kings XI Punjab,Royal Challengers Bangalore,1178403,KL Rahul,120.0
Kings XI Punjab,Royal Challengers Bangalore,1178403,MA Agarwal,166.66666666666669
Kings XI Punjab,Royal Challengers Bangalore,1178403,Mandeep Singh,111.76470588235294
Kings XI Punjab,Royal Challengers Bangalore,1178403,SM Curran,33.33333333333333
Kings XI Punjab,Royal Challengers Bangalore,1178403,SN Khan,115.38461538461537
Kings XI Punjab,Royal Challengers Bangalore,1178417,CH Gayle,218.18181818181816
Kings XI Punjab,Royal Challengers Bangalore,1178417,DA Miller,96.15384615384616
Kings XI Punjab,Royal Challengers Bangalore,1178417,GC Viljoen,0.0
Kings XI Punjab,Royal Challengers Bangalore,1178417,KL Rahul,151.72413793103448
Kings XI Punjab,Royal Challengers Bangalore,1178417,M Ashwin,50.0
Kings XI Punjab,Royal Challengers Bangalore,1178417,MA Agarwal,166.66666666666669
Kings XI Punjab,Royal Challengers Bangalore,1178417,Mandeep Singh,100.0
Kings XI Punjab,Royal Challengers Bangalore,1178417,N Pooran,164.28571428571428
Kings XI Punjab,Royal Challengers Bangalore,1178417,R Ashwin,300.0
Kings XI Punjab,Royal Challengers Bangalore,1216510,GJ Maxwell,166.66666666666669
Kings XI Punjab,Royal Challengers Bangalore,1216510,KK Nair,375.0
Kings XI Punjab,Royal Challengers Bangalore,1216510,KL Rahul,400.0
Kings XI Punjab,Royal Challengers Bangalore,1216510,MA Agarwal,280.0
Kings XI Punjab,Royal Challengers Bangalore,1216510,N Pooran,189.4736842105263
Kings XI Punjab,Sunrisers Hyderabad,1136576,AJ Finch,233.33333333333334
Kings XI Punjab,Sunrisers Hyderabad,1136576,CH Gayle,170.76923076923077
Kings XI Punjab,Sunrisers Hyderabad,1136576,KK Nair,145.45454545454547
Kings XI Punjab,Sunrisers Hyderabad,1136576,KL Rahul,85.71428571428571
Kings XI Punjab,Sunrisers Hyderabad,1136576,MA Agarwal,200.0
Kings XI Punjab,Sunrisers Hyderabad,1136585,AJ Finch,200.0
Kings XI Punjab,Sunrisers Hyderabad,1136585,AJ Tye,200.0
Kings XI Punjab,Sunrisers Hyderabad,1136585,AS Rajpoot,100.0
Kings XI Punjab,Sunrisers Hyderabad,1136585,BB Sran,40.0
Kings XI Punjab,Sunrisers Hyderabad,1136585,CH Gayle,104.54545454545455
Kings XI Punjab,Sunrisers Hyderabad,1136585,KK Nair,76.47058823529412
Kings XI Punjab,Sunrisers Hyderabad,1136585,KL Rahul,123.07692307692308
Kings XI Punjab,Sunrisers Hyderabad,1136585,MA Agarwal,80.0
Kings XI Punjab,Sunrisers Hyderabad,1136585,MK Tiwary,20.0
Kings XI Punjab,Sunrisers Hyderabad,1136585,Mujeeb Ur Rahman,220.00000000000003
Kings XI Punjab,Sunrisers Hyderabad,1136585,R Ashwin,66.66666666666666
Kings XI Punjab,Sunrisers Hyderabad,1178397,CH Gayle,114.28571428571428
Kings XI Punjab,Sunrisers Hyderabad,1178397,DA Miller,33.33333333333333
Kings XI Punjab,Sunrisers Hyderabad,1178397,KL Rahul,133.96226415094338
Kings XI Punjab,Sunrisers Hyderabad,1178397,MA Agarwal,130.2325581395349
Kings XI Punjab,Sunrisers Hyderabad,1178397,Mandeep Singh,66.66666666666666
Kings XI Punjab,Sunrisers Hyderabad,1178397,SM Curran,166.66666666666669
Kings XI Punjab,Sunrisers Hyderabad,1178423,CH Gayle,133.33333333333331
Kings XI Punjab,Sunrisers Hyderabad,1178423,DA Miller,100.0
Kings XI Punjab,Sunrisers Hyderabad,1178423,KL Rahul,140.0
Kings XI Punjab,Sunrisers Hyderabad,1178423,M Ashwin,100.0
Kings XI Punjab,Sunrisers Hyderabad,1178423,MA Agarwal,147.36842105263156
Kings XI Punjab,Sunrisers Hyderabad,1178423,Mohammed Shami,100.0
Kings XI Punjab,Sunrisers Hyderabad,1178423,Mujeeb Ur Rahman,0.0
Kings XI Punjab,Sunrisers Hyderabad,1178423,N Pooran,210.0
Kings XI Punjab,Sunrisers Hyderabad,1178423,P Simran Singh,94.44444444444444
Kings XI Punjab,Sunrisers Hyderabad,1178423,R Ashwin,0.0
Kings XI Punjab,Sunrisers Hyderabad,1216542,Arshdeep Singh,0.0
Kings XI Punjab,Sunrisers Hyderabad,1216542,GJ Maxwell,61.53846153846154
Kings XI Punjab,Sunrisers Hyderabad,1216542,KL Rahul,75.0
Kings XI Punjab,Sunrisers Hyderabad,1216542,MA Agarwal,150.0
Kings XI Punjab,Sunrisers Hyderabad,1216542,Mandeep Singh,100.0
Kings XI Punjab,Sunrisers Hyderabad,1216542,Mohammed Shami,0.0
Kings XI Punjab,Sunrisers Hyderabad,1216542,Mujeeb Ur Rahman,33.33333333333333
Kings XI Punjab,Sunrisers Hyderabad,1216542,N Pooran,210.81081081081078
Kings XI Punjab,Sunrisers Hyderabad,1216542,Prabhsimran Singh,137.5
Kings XI Punjab,Sunrisers Hyderabad,1216542,R Bishnoi,85.71428571428571
Kings XI Punjab,Sunrisers Hyderabad,1216542,Sheldon Cottrell,0.0
Kolkata Knight Riders,Chennai Super Kings,1136565,AD Russell,247.22222222222223
Kolkata Knight Riders,Chennai Super Kings,1136565,CA Lynn,137.5
Kolkata Knight Riders,Chennai Super Kings,1136565,KD Karthik,103.84615384615385
Kolkata Knight Riders,Chennai Super Kings,1136565,N Rana,114.28571428571428
Kolkata Knight Riders,Chennai Super Kings,1136565,RK Singh,50.0
Kolkata Knight Riders,Chennai Super Kings,1136565,RV Uthappa,176.47058823529412
Kolkata Knight Riders,Chennai Super Kings,1136565,SP Narine,260.0
Kolkata Knight Riders,Chennai Super Kings,1136565,TK Curran,60.0
Kolkata Knight Riders,Chennai Super Kings,1136593,CA Lynn,200.0
Kolkata Knight Riders,Chennai Super Kings,1136593,KD Karthik,240.0
Kolkata Knight Riders,Chennai Super Kings,1136593,RK Singh,110.00000000000001
Kolkata Knight Riders,Chennai Super Kings,1136593,RV Uthappa,77.77777777777779
Kolkata Knight Riders,Chennai Super Kings,1136593,SP Narine,157.14285714285714
Kolkata Knight Riders,Chennai Super Kings,1136593,Shubman Gill,156.75675675675674
Kolkata Knight Riders,Chennai Super Kings,1178398,AD Russell,113.04347826086956
Kolkata Knight Riders,Chennai Super Kings,1178398,CA Lynn,20.0
Kolkata Knight Riders,Chennai Super Kings,1178398,HF Gurney,20.0
Kolkata Knight Riders,Chennai Super Kings,1178398,KD Karthik,90.47619047619048
Kolkata Knight Riders,Chennai Super Kings,1178398,Kuldeep Yadav,0.0
Kolkata Knight Riders,Chennai Super Kings,1178398,M Prasidh Krishna,0.0
Kolkata Knight Riders,Chennai Super Kings,1178398,N Rana,25.0
Kolkata Knight Riders,Chennai Super Kings,1178398,PP Chawla,61.53846153846154
Kolkata Knight Riders,Chennai Super Kings,1178398,RV Uthappa,122.22222222222223
Kolkata Knight Riders,Chennai Super Kings,1178398,SP Narine,120.0
Kolkata Knight Riders,Chennai Super Kings,1178398,Shubman Gill,75.0
Kolkata Knight Riders,Chennai Super Kings,1178404,AD Russell,250.0
Kolkata Knight Riders,Chennai Super Kings,1178404,CA Lynn,158.49056603773585
Kolkata Knight Riders,Chennai Super Kings,1178404,KD Karthik,133.33333333333331
Kolkata Knight Riders,Chennai Super Kings,1178404,N Rana,116.66666666666667
Kolkata Knight Riders,Chennai Super Kings,1178404,PP Chawla,83.33333333333334
Kolkata Knight Riders,Chennai Super Kings,1178404,RV Uthappa,0.0
Kolkata Knight Riders,Chennai Super Kings,1178404,SP Narine,75.0
Kolkata Knight Riders,Chennai Super Kings,1178404,Shubman Gill,75.0
Kolkata Knight Riders,Chennai Super Kings,1254072,AD Russell,271.42857142857144
Kolkata Knight Riders,Chennai Super Kings,1254072,EJG Morgan,100.0
Kolkata Knight Riders,Chennai Super Kings,1254072,KD Karthik,166.66666666666669
Kolkata Knight Riders,Chennai Super Kings,1254072,Kamlesh Nagarkoti,0.0
Kolkata Knight Riders,Chennai Super Kings,1254072,M Prasidh Krishna,0.0
Kolkata Knight Riders,Chennai Super Kings,1254072,N Rana,91.66666666666666
Kolkata Knight Riders,Chennai Super Kings,1254072,PJ Cummins,217.6470588235294
Kolkata Knight Riders,Chennai Super Kings,1254072,RA Tripathi,88.88888888888889
Kolkata Knight Riders,Chennai Super Kings,1254072,SP Narine,133.33333333333331
Kolkata Knight Riders,Chennai Super Kings,1254072,Shubman Gill,0.0
Kolkata Knight Riders,Chennai Super Kings,1254072,Varun Chakravarthy,0.0
Kolkata Knight Riders,Chennai Super Kings,1254098,AD Russell,133.33333333333331
Kolkata Knight Riders,Chennai Super Kings,1254098,EJG Morgan,57.14285714285714
Kolkata Knight Riders,Chennai Super Kings,1254098,KD Karthik,245.45454545454547
Kolkata Knight Riders,Chennai Super Kings,1254098,N Rana,141.3793103448276
Kolkata Knight Riders,Chennai Super Kings,1254098,RA Tripathi,139.3939393939394
Kolkata Knight Riders,Chennai Super Kings,1254098,SP Narine,100.0
Kolkata Knight Riders,Chennai Super Kings,1254098,Shubman Gill,180.0
Kolkata Knight Riders,Chennai Super Kings,1254098,Venkatesh Iyer,118.75
Kolkata Knight Riders,Delhi Capitals,1175365,AD Russell,234.48275862068962
Kolkata Knight Riders,Delhi Capitals,1175365,CA Lynn,111.11111111111111
Kolkata Knight Riders,Delhi Capitals,1175365,KD Karthik,137.83783783783784
Kolkata Knight Riders,Delhi Capitals,1175365,Kuldeep Yadav,200.0
Kolkata Knight Riders,Delhi Capitals,1175365,N Rana,50.0
Kolkata Knight Riders,Delhi Capitals,1175365,NS Naik,47.05882352941176
Kolkata Knight Riders,Delhi Capitals,1175365,PP Chawla,240.0
Kolkata Knight Riders,Delhi Capitals,1175365,RV Uthappa,183.33333333333331
Kolkata Knight Riders,Delhi Capitals,1175365,Shubman Gill,80.0
Kolkata Knight Riders,Delhi Capitals,1178401,AD Russell,209.0909090909091
Kolkata Knight Riders,Delhi Capitals,1178401,CR Brathwaite,85.71428571428571
Kolkata Knight Riders,Delhi Capitals,1178401,JL Denly,0.0
Kolkata Knight Riders,Delhi Capitals,1178401,KD Karthik,66.66666666666666
Kolkata Knight Riders,Delhi Capitals,1178401,Kuldeep Yadav,100.0
Kolkata Knight Riders,Delhi Capitals,1178401,N Rana,92.3076923076923
Kolkata Knight Riders,Delhi Capitals,1178401,PP Chawla,233.33333333333334
Kolkata Knight Riders,Delhi Capitals,1178401,RV Uthappa,96.66666666666667
Kolkata Knight Riders,Delhi Capitals,1178401,Shubman Gill,167.5
Kolkata Knight Riders,Delhi Capitals,1216515,AD Russell,175.0
Kolkata Knight Riders,Delhi Capitals,1216515,EJG Morgan,242.10526315789474
Kolkata Knight Riders,Delhi Capitals,1216515,KD Karthik,75.0
Kolkata Knight Riders,Delhi Capitals,1216515,Kamlesh Nagarkoti,100.0
Kolkata Knight Riders,Delhi Capitals,1216515,N Rana,164.86486486486487
Kolkata Knight Riders,Delhi Capitals,1216515,PJ Cummins,125.0
Kolkata Knight Riders,Delhi Capitals,1216515,RA Tripathi,217.6470588235294
Kolkata Knight Riders,Delhi Capitals,1216515,SP Narine,140.0
Kolkata Knight Riders,Delhi Capitals,1216515,Shivam Mavi,66.66666666666666
Kolkata Knight Riders,Delhi Capitals,1216515,Shubman Gill,126.08695652173914
Kolkata Knight Riders,Delhi Capitals,1254082,AD Russell,166.66666666666669
Kolkata Knight Riders,Delhi Capitals,1254082,EJG Morgan,50.0
Kolkata Knight Riders,Delhi Capitals,1254082,KD Karthik,140.0
Kolkata Knight Riders,Delhi Capitals,1254082,N Rana,125.0
Kolkata Knight Riders,Delhi Capitals,1254082,PJ Cummins,114.28571428571428
Kolkata Knight Riders,Delhi Capitals,1254082,RA Tripathi,111.76470588235294
Kolkata Knight Riders,Delhi Capitals,1254082,SP Narine,0.0
Kolkata Knight Riders,Delhi Capitals,1254082,Shubman Gill,115.78947368421053
Kolkata Knight Riders,Delhi Capitals,1254092,EJG Morgan,0.0
Kolkata Knight Riders,Delhi Capitals,1254092,KD Karthik,85.71428571428571
Kolkata Knight Riders,Delhi Capitals,1254092,N Rana,148.14814814814815
Kolkata Knight Riders,Delhi Capitals,1254092,RA Tripathi,180.0
Kolkata Knight Riders,Delhi Capitals,1254092,SP Narine,210.0
Kolkata Knight Riders,Delhi Capitals,1254092,Shubman Gill,90.9090909090909
Kolkata Knight Riders,Delhi Capitals,1254092,Tim Southee,60.0
Kolkata Knight Riders,Delhi Capitals,1254092,Venkatesh Iyer,100.0
Kolkata Knight Riders,Delhi Daredevils,1136573,AD Russell,341.66666666666663
Kolkata Knight Riders,Delhi Daredevils,1136573,CA Lynn,106.89655172413792
Kolkata Knight Riders,Delhi Daredevils,1136573,KD Karthik,181.8181818181818
Kolkata Knight Riders,Delhi Daredevils,1136573,N Rana,166.66666666666669
Kolkata Knight Riders,Delhi Daredevils,1136573,PP Chawla,0.0
Kolkata Knight Riders,Delhi Daredevils,1136573,RV Uthappa,184.21052631578948
Kolkata Knight Riders,Delhi Daredevils,1136573,SP Narine,25.0
Kolkata Knight Riders,Delhi Daredevils,1136573,Shubman Gill,200.0
Kolkata Knight Riders,Delhi Daredevils,1136573,TK Curran,66.66666666666666
Kolkata Knight Riders,Delhi Daredevils,1136586,AD Russell,143.75
Kolkata Knight Riders,Delhi Daredevils,1136586,CA Lynn,83.33333333333334
Kolkata Knight Riders,Delhi Daredevils,1136586,KD Karthik,100.0
Kolkata Knight Riders,Delhi Daredevils,1136586,Kuldeep Yadav,114.28571428571428
Kolkata Knight Riders,Delhi Daredevils,1136586,MG Johnson,200.0
Kolkata Knight Riders,Delhi Daredevils,1136586,N Rana,114.28571428571428
Kolkata Knight Riders,Delhi Daredevils,1136586,PP Chawla,50.0
Kolkata Knight Riders,Delhi Daredevils,1136586,RV Uthappa,50.0
Kolkata Knight Riders,Delhi Daredevils,1136586,SP Narine,288.88888888888886
Kolkata Knight Riders,Delhi Daredevils,1136586,Shivam Mavi,0.0
Kolkata Knight Riders,Delhi Daredevils,1136586,Shubman Gill,131.0344827586207
Kolkata Knight Riders,Kings XI Punjab,1136578,AD Russell,137.5
Kolkata Knight Riders,Kings XI Punjab,1136578,CA Lynn,180.4878048780488
Kolkata Knight Riders,Kings XI Punjab,1136578,KD Karthik,150.0
Kolkata Knight Riders,Kings XI Punjab,1136578,N Rana,60.0
Kolkata Knight Riders,Kings XI Punjab,1136578,PP Chawla,100.0
Kolkata Knight Riders,Kings XI Punjab,1136578,RV Uthappa,150.0
Kolkata Knight Riders,Kings XI Punjab,1136578,SP Narine,50.0
Kolkata Knight Riders,Kings XI Punjab,1136578,Shubman Gill,160.0
Kolkata Knight Riders,Kings XI Punjab,1136578,TK Curran,33.33333333333333
Kolkata Knight Riders,Kings XI Punjab,1136604,AD Russell,213.33333333333334
Kolkata Knight Riders,Kings XI Punjab,1136604,CA Lynn,158.8235294117647
Kolkata Knight Riders,Kings XI Punjab,1136604,JPR Scantlebury-Searles,600.0
Kolkata Knight Riders,Kings XI Punjab,1136604,KD Karthik,212.5
Kolkata Knight Riders,Kings XI Punjab,1136604,N Rana,240.0
Kolkata Knight Riders,Kings XI Punjab,1136604,RV Uthappa,138.88888888888889
Kolkata Knight Riders,Kings XI Punjab,1136604,SP Narine,205.4054054054054
Kolkata Knight Riders,Kings XI Punjab,1136604,Shubman Gill,200.0
Kolkata Knight Riders,Kings XI Punjab,1175361,AD Russell,288.2352941176471
Kolkata Knight Riders,Kings XI Punjab,1175361,CA Lynn,100.0
